Taxonomy,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold,level
s__Shigella_phage_SfIV,1.09819877,-0.133141057,0.347915413,-0.382682262,0.701955368,NA,NA,species
s__Slackia_isoflavoniconvertens,1.302400196,0.76495302,0.282098484,2.711652357,0.006694877,0.038749134,TRUE,species
s__Streptococcus_agalactiae,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_anginosus_group,1.044149555,-0.040030337,0.350124047,-0.114331871,0.908974719,NA,NA,species
s__Streptococcus_australis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_gordonii,1.044149555,-0.040030337,0.350124047,-0.114331871,0.908974719,NA,NA,species
s__Streptococcus_infantis,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Streptococcus_lutetiensis,1.505333999,-0.692906643,0.423974686,-1.634311355,0.102193491,0.264457503,FALSE,species
s__Streptococcus_mitis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_mutans,1.054811223,-0.059138752,0.349644105,-0.16913985,0.86568664,NA,NA,species
s__Streptococcus_oralis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_parasanguinis,2.958953752,-1.591295932,0.467078262,-3.406914993,0.000657016,0.009653079,TRUE,species
s__Streptococcus_phage_EJ_1,1.044134443,-0.040030286,0.350123839,-0.114331793,0.908974781,NA,NA,species
s__Streptococcus_phage_P7132,1.044071338,-0.040030071,0.35012361,-0.114331252,0.908975209,NA,NA,species
s__Streptococcus_phage_PH10,1.044221809,-0.040030582,0.35012431,-0.114332483,0.908974233,NA,NA,species
s__Streptococcus_phage_PH15,1.065587908,-0.077997765,0.349182075,-0.223372765,0.8232454,NA,NA,species
s__Streptococcus_phage_SM1,1.054889775,-0.059139052,0.349644424,-0.169140554,0.865686087,NA,NA,species
s__Streptococcus_phage_TP_778L,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_phage_TP_J34,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Streptococcus_salivarius,5.353321485,-1.219755976,0.424409996,-2.874003885,0.00405304,0.029774254,TRUE,species
s__Streptococcus_sanguinis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_sobrinus,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_sp_A12,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Streptococcus_thermophilus,3.78773744,-0.965971994,0.445610002,-2.167752047,0.030177557,0.120081529,FALSE,species
s__Streptococcus_vestibularis,1.324494398,0.282100364,0.300428437,0.938993549,0.347734056,0.4883618,FALSE,species
s__Streptococcus_virus_7201,1.065603021,-0.07799783,0.34918239,-0.223372749,0.823245412,NA,NA,species
s__Streptococcus_virus_DT1,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
s__Streptococcus_virus_phiAbc2,1.07638816,0.144395956,0.333665455,0.432756684,0.665191545,NA,NA,species
s__Streptococcus_virus_Sfi21,1.065588104,0.004991821,0.343759233,0.014521271,0.988414109,NA,NA,species
s__Stx2_converting_phage_1717,1.141165378,-0.122122469,0.340910392,-0.358224542,0.720175282,NA,NA,species
s__Subdoligranulum_sp,2.365323547,-0.878024206,0.434476659,-2.020877732,0.043292424,0.143367269,FALSE,species
s__Subdoligranulum_sp_APC924_74,1.044038806,-0.04002996,0.350123492,-0.114330975,0.908975429,NA,NA,species
s__Sutterella_parvirubra,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Sutterella_sp_CAG_397,1.290008878,-0.425827097,0.345742471,-1.231630861,0.218087007,0.375621922,FALSE,species
s__Sutterella_wadsworthensis,1.34319952,-0.496913957,0.379916533,-1.307955601,0.190888369,0.366420155,FALSE,species
s__Terrisporobacter_othiniensis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Turicibacter_sanguinis,1.098127817,0.181873791,0.328409162,0.553802426,0.579714068,NA,NA,species
s__Turicimonas_muris,1.377746112,-0.461309136,0.343967124,-1.341143102,0.179873995,0.354184878,FALSE,species
s__Tyzzerella_nexilis,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Tyzzerella_sp,1.355422521,-0.511580069,0.346239403,-1.477532784,0.139532877,0.313538582,FALSE,species
s__Veillonella_atypica,1.119431878,-0.168762959,0.347147629,-0.486141759,0.626866661,NA,NA,species
s__Veillonella_dispar,1.076499605,-0.096614091,0.348739895,-0.27703768,0.781751174,NA,NA,species
s__Veillonella_infantium,1.03339029,-0.020665041,0.35062126,-0.058938356,0.953001207,NA,NA,species
s__Veillonella_parvula,1.399663529,0.45389582,0.28916922,1.56965468,0.11649547,0.285264548,FALSE,species
s__Veillonella_sp_T11011_6,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Victivallales_bacterium_CCUG_44730,1.022631025,-0.001036257,0.35113652,-0.002951151,0.997645326,NA,NA,species
s__Victivallis_vadensis,1.033436309,-0.020665178,0.35062141,-0.058938723,0.953000915,NA,NA,species
s__Weissella_confusa,1.076351788,-0.09661337,0.348741029,-0.277034709,0.781753455,NA,NA,species
s__Yersinia_phage_PY100,1.033357758,-0.020664943,0.350621155,-0.058938095,0.953001415,NA,NA,species
