M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	species	hits	genomes of the species bin(s)
M1101	uVSG	-	Roseburia_intestinalis 	10	1217
M1101	uVSG	-	Lachnospiraceae_bacterium 	9	3222
M1101	uVSG	-	Roseburia_hominis 	8	997
M1101	uVSG	-	Clostridium_sp_AF36_4 	6	1480
M1101	uVSG	-	Coprococcus_eutactus 	4	3568
M1101	uVSG	-	GGB3490_SGB4664 	4	71
M1101	uVSG	-	Lachnospiraceae_unclassified_SGB4882 	3	382
M1101	uVSG	-	Roseburia_inulinivorans 	2	1121
M1101	uVSG	-	Clostridium_sp_AF15_49 	2	1762
M1101	uVSG	-	GGB3614_SGB4886 	2	348
M1101	uVSG	-	Bacteroides_pectinophilus 	2	181
M1101	uVSG	-	GGB33700_SGB47584 	1	23
M1101	uVSG	-	Clostridium_SGB6179 	1	218
M1101	uVSG	-	Tyzzerella_nexilis 	1	306
M1101	uVSG	-	Clostridium_sp_AF34_13 	1	375
M1101	uVSG	-	Anaerobutyricum_hallii 	1	960
M1101	uVSG	-	Bacteroides_fragilis 	1	1207
M1101	uVSG	-	Eubacterium_ventriosum 	1	601
M1101	uVSG	-	Blautia_wexlerae 	1	2518
M1101	uVSG	-	Lachnospiraceae_unclassified_SGB5063 	1	60
M1101	uVSG	-	Roseburia_sp_AF02_12 	1	1130
M1101	uVSG	-	Roseburia_sp_AM59_24XD 	1	233
M1101	uVSG	-	GGB3733_SGB5066 	1	367
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Parabacteroides_merdae 	34	2296
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Phocaeicola_dorei 	10	1473
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Campylobacter_coli 	9	6192
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Parabacteroides_distasonis 	7	4705
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Bacilli_bacterium 	4	1335
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Phocaeicola_vulgatus 	4	4172
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Phocaeicola_massiliensis 	4	619
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Barnesiella_intestinihominis 	2	3045
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Lachnospiraceae_bacterium 	2	3222
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Tyzzerella_nexilis 	2	306
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB9176_SGB14114 	2	485
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Bacilli_unclassified_SGB6571 	2	311
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Ruminococcus_sp_JE7A12 	2	437
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Lentilactobacillus_hilgardii 	2	5
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Staphylococcus_hyicus 	2	7
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Clostridium_perfringens 	2	455
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Bacteroides_uniformis 	1	6758
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB2734_SGB3677 	1	841
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB1235_SGB1614 	1	192
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Candidatus_Gracilibacteria_bacterium_GN02_872 	1	7
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB57305_SGB78823 	1	2
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Chryseobacterium_culicis 	1	5
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB1387_SGB1895 	1	122
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Rikenellaceae_unclassified_SGB2230 	1	769
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Roseburia_inulinivorans 	1	1121
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Faecalibacillus_intestinalis 	1	1381
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Phascolarctobacterium_succinatutens 	1	1104
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Fusicatenibacter_saccharivorans 	1	4240
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Prevotella_sp_P4_51 	1	279
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Prevotella_intermedia 	1	60
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB3751_SGB5099 	1	81
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Clostridium_sp_AF36_4 	1	1480
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Acholeplasmatales_unclassified_SGB6584 	1	323
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Clostridia_bacterium 	1	13613
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Prevotella_bivia 	1	63
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Prevotella_SGB1640 	1	26
M1102	kVSG	NC_0247111_Uncultured_crAssphage	GGB1495_SGB2071 	1	953
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Erwinia_tasmaniensis 	1	1
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Desulfarculus_baarsii 	1	1
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Prevotella_veroralis 	1	5
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Yersinia_pestis 	1	422
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Gilliamella_apicola 	1	79
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Helicobacter_sp_16_1353 	1	1
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Mycoplasma_phocidae 	1	1
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Chryseobacterium_hispanicum 	1	1
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Streptococcus_sanguinis 	1	86
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Streptococcus_salivarius 	1	1053
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Lactobacillus_coryniformis 	1	11
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Subsaximicrobium_wynnwilliamsii 	1	1
M1102	kVSG	NC_0247111_Uncultured_crAssphage	Geobacillus_stearothermophilus 	1	23
M1103	uVSG	-	Prevotella_copri 	100	3266
M1103	uVSG	-	Prevotella_hominis 	3	141
M1103	uVSG	-	GGB1235_SGB1614 	3	192
M1103	uVSG	-	Prevotella_SGB1653 	3	15
M1103	uVSG	-	Prevotella_SGB1638 	3	26
M1103	uVSG	-	Prevotella_SGB1625 	2	5
M1103	uVSG	-	GGB40014_SGB70138 	2	7
M1103	uVSG	-	GGB1405_SGB1928 	1	86
M1103	uVSG	-	Prevotella_SGB1624 	1	44
M1103	uVSG	-	Prevotella_pectinovora 	1	157
M1103	uVSG	-	Prevotella_SGB1615 	1	65
M1103	uVSG	-	Prochlorococcus_SGB48368 	1	28
M1103	uVSG	-	Ruminococcus_SGB4421 	1	441
M1103	uVSG	-	Phocaeicola_dorei 	1	1473
M1103	uVSG	-	Prevotella_SGB1654 	1	12
M1103	uVSG	-	GGB35249_SGB48347 	1	1
M1103	uVSG	-	Prochlorococcus_SGB47884 	1	2
M1103	uVSG	-	GGB35823_SGB47603 	1	1
M1103	uVSG	-	GGB781_SGB1024 	1	350
M1103	uVSG	-	Phocaeicola_vulgatus 	1	4172
M1104	uVSG	-	Subdoligranulum_sp_APC924_74 	642	4694
M1104	uVSG	-	Firmicutes_bacterium_AF16_15 	4	1338
M1104	uVSG	-	Faecalibacterium_prausnitzii 	3	9456
M1104	uVSG	-	Dialister_invisus 	3	1495
M1104	uVSG	-	Fusicatenibacter_saccharivorans 	3	4240
M1104	uVSG	-	Ruthenibacterium_lactatiformans 	3	958
M1104	uVSG	-	Gemmiger_formicilis 	2	3023
M1104	uVSG	-	Bacteroides_stercoris 	1	2047
M1104	uVSG	-	GGB9602_SGB15031 	1	1008
M1104	uVSG	-	Anaerobutyricum_hallii 	1	960
M1104	uVSG	-	Prochlorococcus_SGB53702 	1	1
M1104	uVSG	-	Agarivorans_SGB53857 	1	1
M1104	uVSG	-	GGB9730_SGB15291 	1	430
M1104	uVSG	-	Clostridia_bacterium 	1	13613
M1104	uVSG	-	Anaerotignum_faecicola 	1	857
M1104	uVSG	-	Ruminococcaceae_unclassified_SGB15309 	1	49
M1104	uVSG	-	Streptococcus_suis 	1	1100
M1105	uVSG	-	Enterocloster_clostridioformis 	66	158
M1105	uVSG	-	Enterocloster_bolteae 	62	377
M1105	uVSG	-	Enterocloster_aldensis 	16	69
M1105	uVSG	-	Firmicutes_bacterium_AF16_15 	12	1338
M1105	uVSG	-	Enterocloster_citroniae 	3	14
M1105	uVSG	-	Blautia_wexlerae 	2	2518
M1105	uVSG	-	Fusicatenibacter_saccharivorans 	2	4240
M1105	uVSG	-	Blautia_massiliensis 	2	1146
M1105	uVSG	-	Clostridium_sp_1001271st1_H5 	2	8
M1105	uVSG	-	GGB38686_SGB48026 	1	1
M1105	uVSG	-	Clostridiales_bacterium_1_7_47FAA 	1	9
M1105	uVSG	-	Clostridium_symbiosum 	1	145
M1106	uVSG	-	Faecalibacterium_prausnitzii 	82	9456
M1106	uVSG	-	Subdoligranulum_sp_APC924_74 	1	4694
M1107	uVSG	-	Candidatus_Gracilibacteria_bacterium_GN02_872 	1	7
M1108	uVSG	-	Klebsiella_pneumoniae 	456	7034
M1108	uVSG	-	Salmonella_enterica 	10	8517
M1108	uVSG	-	Pectobacterium_parmentieri 	4	17
M1108	uVSG	-	Klebsiella_variicola 	3	274
M1108	uVSG	-	Serratia_marcescens 	1	666
M1109	uVSG	-	Erwinia_amylovora 	27	42
M1109	uVSG	-	Escherichia_coli 	1	18595
M1109	uVSG	-	Dickeya_zeae 	1	13
M1109	uVSG	-	Erwinia_sp_J316 	1	2
M1109	uVSG	-	Cronobacter_dublinensis 	1	40
M1110	uVSG	-	Faecalibacterium_prausnitzii 	104	9456
M1110	uVSG	-	Clostridia_bacterium 	46	13613
M1110	uVSG	-	Oscillibacter_sp_ER4 	21	2741
M1110	uVSG	-	GGB3303_SGB4364 	12	285
M1110	uVSG	-	Roseburia_intestinalis 	11	1217
M1110	uVSG	-	Akkermansia_muciniphila 	10	3102
M1110	uVSG	-	Fusicatenibacter_saccharivorans 	8	4240
M1110	uVSG	-	Ruminococcus_lactaris 	8	696
M1110	uVSG	-	Anaeromassilibacillus_sp_An250 	7	28
M1110	uVSG	-	GGB9524_SGB14923 	6	21
M1110	uVSG	-	GGB9633_SGB15090 	4	688
M1110	uVSG	-	Ruminococcus_callidus 	4	656
M1110	uVSG	-	GGB9739_SGB15313 	4	57
M1110	uVSG	-	Roseburia_inulinivorans 	4	1121
M1110	uVSG	-	Ruminococcaceae_unclassified_SGB15265 	3	1241
M1110	uVSG	-	Lachnospiraceae_bacterium 	3	3222
M1110	uVSG	-	Bacteroides_pectinophilus 	3	181
M1110	uVSG	-	GGB60116_SGB82035 	2	3
M1110	uVSG	-	Ruminococcus_SGB4421 	2	441
M1110	uVSG	-	GGB9699_SGB15216 	2	654
M1110	uVSG	-	GGB9614_SGB15049 	2	55
M1110	uVSG	-	Ruminococcaceae_bacterium 	2	5899
M1110	uVSG	-	Lawsonibacter_sp_NSJ_51 	2	30
M1110	uVSG	-	GGB9633_SGB15091 	2	1080
M1110	uVSG	-	Clostridiales_bacterium 	2	182
M1110	uVSG	-	GGB9631_SGB15087 	2	206
M1110	uVSG	-	GGB3746_SGB5089 	1	1052
M1110	uVSG	-	GGB9704_SGB15223 	1	3
M1110	uVSG	-	Bacteroides_stercoris 	1	2047
M1110	uVSG	-	GGB9705_SGB15225 	1	95
M1110	uVSG	-	Anaerostipes_hadrus 	1	3947
M1110	uVSG	-	Pseudoruminococcus_massiliensis 	1	556
M1110	uVSG	-	Intestinimonas_massiliensis 	1	28
M1110	uVSG	-	Faecalibacterium_SGB15315 	1	306
M1110	uVSG	-	GGB9673_SGB15172 	1	72
M1110	uVSG	-	GGB9615_SGB15053 	1	1060
M1110	uVSG	-	GGB9176_SGB14114 	1	485
M1110	uVSG	-	Alphaproteobacteria_bacterium 	1	404
M1110	uVSG	-	Gemmiger_SGB15299 	1	326
M1110	uVSG	-	GGB9524_SGB14924 	1	122
M1110	uVSG	-	GGB9774_SGB15394 	1	39
M1110	uVSG	-	Clostridium_sp_AF15_49 	1	1762
M1110	uVSG	-	GGB9590_SGB15012 	1	27
M1110	uVSG	-	GGB33660_SGB53396 	1	1
M1110	uVSG	-	GGB13482_SGB72934 	1	16
M1110	uVSG	-	GGB9523_SGB14922 	1	29
M1110	uVSG	-	Flavonifractor_plautii 	1	696
M1110	uVSG	-	GGB9697_SGB15213 	1	49
M1110	uVSG	-	Holdemanella_SGB53800 	1	1
M1110	uVSG	-	GGB3293_SGB4348 	1	2283
M1110	uVSG	-	GGB9691_SGB15198 	1	330
M1110	uVSG	-	GGB9331_SGB14294 	1	68
M1110	uVSG	-	Intestinimonas_butyriciproducens 	1	41
M1110	uVSG	-	GGB9634_SGB15093 	1	442
M1110	uVSG	-	Clostridia_bacterium_UC5_1_1E11 	1	32
M1110	uVSG	-	Subdoligranulum_sp_APC924_74 	1	4694
M1110	uVSG	-	Phascolarctobacterium_succinatutens 	1	1104
M1110	uVSG	-	Acholeplasmatales_unclassified_SGB6584 	1	323
M1110	uVSG	-	Phascolarctobacterium_SGB5769 	1	69
M1110	uVSG	-	Clostridium_sp_AM22_11AC 	1	900
M1110	uVSG	-	Gemmiger_formicilis 	1	3023
M1110	uVSG	-	GGB9642_SGB15119 	1	330
M1110	uVSG	-	Chryseobacterium_hagamense 	1	1
M1110	uVSG	-	Yersinia_enterocolitica 	1	260
M1111	uVSG	-	Veillonella_atypica 	23	194
M1111	uVSG	-	GGB3293_SGB4348 	12	2283
M1111	uVSG	-	Ruthenibacterium_lactatiformans 	11	958
M1111	uVSG	-	Veillonella_dispar 	6	235
M1111	uVSG	-	Veillonella_parvula 	2	767
M1111	uVSG	-	Veillonella_rogosae 	1	74
M1111	uVSG	-	GGB33619_SGB47023 	1	4
M1111	uVSG	-	Lachnospiraceae_bacterium 	1	3222
M1112	uVSG	-	Prevotella_sp_P4_51 	15	279
M1112	uVSG	-	GGB1154_SGB1482 	1	15
M1112	uVSG	-	Prevotella_sp_885 	1	540
M1112	uVSG	-	Bacteroides_stercoris 	1	2047
M1112	uVSG	-	Phocaeicola_dorei 	1	1473
M1112	uVSG	-	Bacteroides_faecis 	1	185
M1113	uVSG	-	Prevotella_intermedia 	20	60
M1113	uVSG	-	Prevotella_pallens 	19	98
M1113	uVSG	-	Prevotella_nigrescens 	14	32
M1113	uVSG	-	Prevotella_disiens 	6	32
M1113	uVSG	-	Prevotella_aurantiaca 	4	7
M1113	uVSG	-	Tannerella_forsythia 	1	23
M1113	uVSG	-	GGB46121_SGB63882 	1	1
M1113	uVSG	-	Rikenellaceae_unclassified_SGB2230 	1	769
M1113	uVSG	-	GGB1266_SGB1699 	1	952
M1113	uVSG	-	GGB1405_SGB1928 	1	86
M1113	uVSG	-	Alistipes_shahii 	1	1611
M1113	uVSG	-	Barnesiella_intestinihominis 	1	3045
M1113	uVSG	-	Prevotella_falsenii 	1	1
M1113	uVSG	-	Streptobacillus_moniliformis 	1	24
M1113	uVSG	-	Subsaximicrobium_wynnwilliamsii 	1	1
M1113	uVSG	-	Prevotella_ihumii 	1	1
M1114	uVSG	-	Campylobacter_concisus 	21	288
M1114	uVSG	-	Campylobacter_fetus 	4	84
M1114	uVSG	-	Campylobacter_SGB19357 	1	1
M1114	uVSG	-	Campylobacter_SGB19332 	1	1
M1114	uVSG	-	Campylobacter_SGB69417 	1	1
M1115	uVSG	-	Enterocloster_bolteae 	69	377
M1115	uVSG	-	Enterocloster_clostridioformis 	26	158
M1115	uVSG	-	GGB9758_SGB15368 	3	3034
M1115	uVSG	-	Enterocloster_aldensis 	2	69
M1115	uVSG	-	Enterocloster_citroniae 	2	14
M1115	uVSG	-	Robinsoniella_SGB4517 	1	3
M1115	uVSG	-	Clostridium_scindens 	1	119
M1115	uVSG	-	Hungatella_hathewayi 	1	240
M1115	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M1115	uVSG	-	Blautia_producta 	1	86
M1116	uVSG	-	Collinsella_bouchesdurhonensis 	3	71
M1116	uVSG	-	GGB18384_SGB72500 	3	55
M1116	uVSG	-	Collinsella_aerofaciens 	2	2091
M1116	uVSG	-	Olsenella_uli 	2	25
M1116	uVSG	-	Parolsenella_catena 	2	75
M1116	uVSG	-	GGB26057_SGB38063 	1	1
M1116	uVSG	-	Senegalimassilia_anaerobia 	1	143
M1116	uVSG	-	Collinsella_SGB14427 	1	12
M1116	uVSG	-	Bifidobacterium_angulatum 	1	87
M1116	uVSG	-	GGB37111_SGB72494 	1	3
M1116	uVSG	-	Slackia_isoflavoniconvertens 	1	299
M1116	uVSG	-	Collinsella_SGB14470 	1	24
M1116	uVSG	-	Thermobispora_bispora 	1	6
M1116	uVSG	-	Intestinimonas_butyriciproducens 	1	41
M1116	uVSG	-	Schaalia_odontolytica 	1	16
M1116	uVSG	-	Collinsella_sp_AF02_46_1 	1	380
M1116	uVSG	-	Actinomyces_johnsonii 	1	6
M1117	uVSG	-	Blautia_massiliensis 	17	1146
M1117	uVSG	-	Blautia_wexlerae 	5	2518
M1117	uVSG	-	Fusicatenibacter_saccharivorans 	3	4240
M1117	uVSG	-	Clostridia_bacterium 	1	13613
M1117	uVSG	-	Blautia_SGB4815 	1	49
M1117	uVSG	-	Acetobacterium_SGB83044 	1	1
M1117	uVSG	-	Ruminococcus_sp_JE7A12 	1	437
M1117	uVSG	-	Ruminococcus_lactaris 	1	696
M1117	uVSG	-	Butyrivibrio_crossotus 	1	981
M1117	uVSG	-	Eubacteriaceae_bacterium 	1	307
M1117	uVSG	-	Eubacterium_ventriosum 	1	601
M1117	uVSG	-	Eggerthellaceae_unclassified_SGB14330 	1	13
M1117	uVSG	-	Eisenbergiella_tayi 	1	125
M1118	uVSG	-	GGB1495_SGB2071 	3	953
M1118	uVSG	-	Bacteroidales_unclassified_SGB2076 	1	145
M1119	uVSG	-	Ruminococcus_gnavus 	178	1083
M1119	uVSG	-	Tyzzerella_nexilis 	14	306
M1119	uVSG	-	Mediterraneibacter_SGB4585 	7	42
M1119	uVSG	-	Lachnospiraceae_bacterium 	5	3222
M1119	uVSG	-	Faecalimonas_umbilicata 	5	123
M1119	uVSG	-	Anaerostipes_hadrus 	4	3947
M1119	uVSG	-	bacterium_OL_1 	4	71
M1119	uVSG	-	Mediterraneibacter_SGB59861 	3	14
M1119	uVSG	-	Blautia_wexlerae 	3	2518
M1119	uVSG	-	Bifidobacterium_bifidum 	3	1267
M1119	uVSG	-	Ruminococcus_torques 	2	2473
M1119	uVSG	-	Ruminococcus_SGB26864 	2	104
M1119	uVSG	-	Ruminococcus_lactaris 	2	696
M1119	uVSG	-	Acidaminococcaceae_unclassified_SGB5785 	2	575
M1119	uVSG	-	Dialister_invisus 	2	1495
M1119	uVSG	-	Roseburia_inulinivorans 	1	1121
M1119	uVSG	-	Blautia_caecimuris 	1	175
M1119	uVSG	-	Blautia_hansenii 	1	174
M1119	uVSG	-	Dorea_longicatena 	1	1103
M1119	uVSG	-	Blautia_massiliensis 	1	1146
M1119	uVSG	-	Lachnospiraceae_unclassified_SGB4882 	1	382
M1119	uVSG	-	Dorea_formicigenerans 	1	166
M1119	uVSG	-	Anaerobutyricum_hallii 	1	960
M1119	uVSG	-	Roseburia_faecis 	1	3280
M1119	uVSG	-	GGB27044_SGB39251 	1	4
M1119	uVSG	-	Megasphaera_sp_BL7 	1	424
M1119	uVSG	-	Firmicutes_bacterium_AF16_15 	1	1338
M1119	uVSG	-	Lachnospira_sp_NSJ_43 	1	755
M1119	uVSG	-	GGB51402_SGB71689 	1	1
M1119	uVSG	-	Bacteroides_fragilis 	1	1207
M1119	uVSG	-	GGB40987_SGB47793 	1	1
M1119	uVSG	-	Catenibacterium_SGB6774 	1	29
M1119	uVSG	-	GGB33403_SGB74338 	1	1
M1119	uVSG	-	Prochlorococcus_SGB47767 	1	1
M1119	uVSG	-	Eubacterium_ramulus 	1	124
M1119	uVSG	-	Fusicatenibacter_saccharivorans 	1	4240
M1119	uVSG	-	Lachnoclostridium_sp_An298 	1	2
M1119	uVSG	-	Lacticaseibacillus_daqingensis 	1	1
M1119	uVSG	-	Testudinibacter_aquarius 	1	3
M1119	uVSG	-	Streptococcus_canis 	1	20
M1119	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M1120	uVSG	-	Agathobaculum_butyriciproducens 	141	947
M1120	uVSG	-	GGB35978_SGB53503 	9	24
M1120	uVSG	-	Faecalibacterium_prausnitzii 	4	9456
M1120	uVSG	-	Butyricicoccus_faecihominis 	4	53
M1120	uVSG	-	Roseburia_hominis 	1	997
M1120	uVSG	-	Ruminococcaceae_unclassified_SGB15234 	1	779
M1120	uVSG	-	Butyricicoccus_sp_AM29_23AC 	1	423
M1121	uVSG	-	GGB9176_SGB14114 	2	485
M1121	uVSG	-	GGB9045_SGB13947 	1	168
M1122	uVSG	-	Streptococcus_oralis 	2	161
M1122	uVSG	-	Clostridia_bacterium 	1	13613
M1122	uVSG	-	Streptococcus_mitis 	1	169
M1122	uVSG	-	Streptococcus_sp_oral_taxon_058 	1	1
M1122	uVSG	-	Streptococcus_ruminantium 	1	22
M1123	uVSG	-	Phocaeicola_vulgatus 	961	4172
M1123	uVSG	-	Phocaeicola_dorei 	789	1473
M1123	uVSG	-	Phocaeicola_massiliensis 	53	619
M1123	uVSG	-	Bacteroides_uniformis 	21	6758
M1123	uVSG	-	Bacteroides_fragilis 	19	1207
M1123	uVSG	-	Bacteroides_ovatus 	10	1006
M1123	uVSG	-	Bacteroides_caccae 	7	742
M1123	uVSG	-	Barnesiella_intestinihominis 	7	3045
M1123	uVSG	-	Bacteroides_eggerthii 	5	533
M1123	uVSG	-	Bacteroides_faecis 	5	185
M1123	uVSG	-	Parabacteroides_distasonis 	5	4705
M1123	uVSG	-	Phocaeicola_coprocola 	5	557
M1123	uVSG	-	Bacteroides_stercoris 	4	2047
M1123	uVSG	-	Bacteroides_cellulosilyticus 	3	522
M1123	uVSG	-	Bacteroides_thetaiotaomicron 	3	711
M1123	uVSG	-	Phocaeicola_sartorii 	3	14
M1123	uVSG	-	Akkermansia_muciniphila 	3	3102
M1123	uVSG	-	Parabacteroides_merdae 	2	2296
M1123	uVSG	-	Eubacterium_sp_AM28_29 	2	1257
M1123	uVSG	-	Bacteroides_xylanisolvens 	2	364
M1123	uVSG	-	Alphaproteobacteria_unclassified_SGB48484 	2	7
M1123	uVSG	-	Eubacterium_ventriosum 	2	601
M1123	uVSG	-	Bacteroides_salyersiae 	2	75
M1123	uVSG	-	Bacteroidaceae_bacterium 	2	1518
M1123	uVSG	-	Bacteroides_pyogenes 	2	10
M1123	uVSG	-	Prevotella_pallens 	2	98
M1123	uVSG	-	Phocaeicola_coprophilus 	2	357
M1123	uVSG	-	Roseburia_faecis 	1	3280
M1123	uVSG	-	Tyzzerella_SGB4587 	1	112
M1123	uVSG	-	Roseburia_inulinivorans 	1	1121
M1123	uVSG	-	Prevotella_marseillensis 	1	228
M1123	uVSG	-	Clostridium_sp_AF15_49 	1	1762
M1123	uVSG	-	Prevotella_SGB1513 	1	1
M1123	uVSG	-	Prochlorococcus_SGB47086 	1	1
M1123	uVSG	-	GGB4579_SGB6329 	1	87
M1123	uVSG	-	Faecalibacillus_faecis 	1	257
M1123	uVSG	-	Clostridium_sp_AM49_4BH 	1	665
M1123	uVSG	-	Clostridia_unclassified_SGB47589 	1	1
M1123	uVSG	-	Eubacterium_rectale 	1	8042
M1123	uVSG	-	Phocaeicola_plebeius 	1	1036
M1123	uVSG	-	Bacteroides_SGB1866 	1	9
M1123	uVSG	-	GGB36382_SGB48493 	1	1
M1123	uVSG	-	Faecalibacillus_intestinalis 	1	1381
M1123	uVSG	-	Faecalibacterium_SGB15340 	1	134
M1123	uVSG	-	Catenibacterium_sp_AM22_15 	1	701
M1123	uVSG	-	Chryseobacterium_indoltheticum 	1	9
M1123	uVSG	-	Phascolarctobacterium_succinatutens 	1	1104
M1123	uVSG	-	GGB3486_SGB4658 	1	107
M1123	uVSG	-	Coprococcus_eutactus 	1	3568
M1123	uVSG	-	Clostridiales_bacterium_KLE1615 	1	1220
M1123	uVSG	-	Candidatus_Gastranaerophilales_bacterium 	1	1110
M1123	uVSG	-	Bacteroides_helcogenes 	1	1
M1123	uVSG	-	Chryseobacterium_haifense 	1	4
M1124	uVSG	-	Bifidobacterium_adolescentis 	29	2922
M1125	uVSG	-	Prevotella_copri 	10	3266
M1125	uVSG	-	Prevotella_SGB1680 	2	505
M1125	uVSG	-	GGB1405_SGB1928 	1	86
M1125	uVSG	-	GGB1243_SGB1663 	1	67
M1125	uVSG	-	Parabacteroides_merdae 	1	2296
M1125	uVSG	-	GGB33903_SGB47749 	1	1
M1125	uVSG	-	Roseburia_sp_AF02_12 	1	1130
M1126	uVSG	-	Oscillibacter_sp_ER4 	8	2741
M1126	uVSG	-	GGB1266_SGB1699 	5	952
M1126	uVSG	-	GGB57147_SGB78640 	1	1
M1126	uVSG	-	Blautia_schinkii 	1	17
M1126	uVSG	-	GGB9699_SGB15216 	1	654
M1126	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M1126	uVSG	-	GGB9633_SGB15090 	1	688
M1126	uVSG	-	GGB1250_SGB1672 	1	95
M1126	uVSG	-	Phocaeicola_plebeius 	1	1036
M1126	uVSG	-	Campylobacter_jejuni 	1	1407
M1126	uVSG	-	Streptococcus_thermophilus 	1	682
M1128	uVSG	-	Bacteroides_faecis 	27	185
M1128	uVSG	-	Bacteroides_fragilis 	3	1207
M1128	uVSG	-	Bacteroides_uniformis 	1	6758
M1128	uVSG	-	Bacteroides_thetaiotaomicron 	1	711
M1128	uVSG	-	Bacteroides_caccae 	1	742
M1129	uVSG	-	Veillonella_atypica 	24	194
M1129	uVSG	-	Veillonella_tobetsuensis 	3	11
M1129	uVSG	-	Veillonella_parvula 	2	767
M1129	uVSG	-	GGB33619_SGB47023 	1	4
M1129	uVSG	-	Veillonella_denticariosi 	1	3
M1130	uVSG	-	Parasutterella_excrementihominis 	4	732
M1130	uVSG	-	Parasutterella_SGB9260 	2	622
M1131	uVSG	-	Parabacteroides_merdae 	8	2296
M1131	uVSG	-	Prevotella_copri 	5	3266
M1131	uVSG	-	Barnesiella_intestinihominis 	5	3045
M1131	uVSG	-	Phocaeicola_massiliensis 	2	619
M1131	uVSG	-	Alistipes_shahii 	2	1611
M1131	uVSG	-	GGB1247_SGB1668 	2	360
M1131	uVSG	-	Bacteroidaceae_bacterium 	2	1518
M1131	uVSG	-	Prevotella_marseillensis 	1	228
M1131	uVSG	-	Phocaeicola_vulgatus 	1	4172
M1131	uVSG	-	Porphyromonas_pasteri 	1	114
M1131	uVSG	-	Bacteroides_faecis 	1	185
M1131	uVSG	-	Prevotella_stercorea 	1	450
M1131	uVSG	-	Prevotellamassilia_timonensis 	1	345
M1131	uVSG	-	Fusicatenibacter_saccharivorans 	1	4240
M1131	uVSG	-	GGB1239_SGB1657 	1	280
M1131	uVSG	-	Prevotella_sp_P4_51 	1	279
M1131	uVSG	-	Parabacteroides_distasonis 	1	4705
M1131	uVSG	-	GGB1235_SGB1614 	1	192
M1131	uVSG	-	Bacteroides_cellulosilyticus 	1	522
M1132	uVSG	-	Roseburia_inulinivorans 	6	1121
M1132	uVSG	-	Ruminococcaceae_bacterium 	2	5899
M1132	uVSG	-	Ruminococcus_bromii 	1	4359
M1132	uVSG	-	GGB9342_SGB14306 	1	1383
M1132	uVSG	-	GGB9059_SGB13976 	1	658
M1132	uVSG	-	Finegoldia_magna 	1	54
